frame_id,source,score,x,y,w,h,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,left_mouth_x,left_mouth_y,right_mouth_x,right_mouth_y
0,data/processed/FI/video/8OGiv7FetSQ.001.mp4,0.9022437930107117,740,41,234,311,795,159,910,159,850,207,805,268,902,268
1,data/processed/FI/video/8OGiv7FetSQ.001.mp4,0.9027976393699646,740,41,235,309,795,162,908,161,848,205,805,271,901,270
2,data/processed/FI/video/8OGiv7FetSQ.001.mp4,0.9022906422615051,740,41,235,311,795,162,908,161,847,205,805,272,899,271
3,data/processed/FI/video/8OGiv7FetSQ.001.mp4,0.9025565385818481,740,42,235,313,795,162,907,162,846,206,804,273,899,273
4,data/processed/FI/video/8OGiv7FetSQ.001.mp4,0.9031063318252563,741,43,235,316,796,163,909,163,847,209,806,276,900,276
5,data/processed/FI/video/8OGiv7FetSQ.001.mp4,0.9024937152862549,742,43,236,316,798,164,911,164,850,209,807,278,902,277
6,data/processed/FI/video/8OGiv7FetSQ.001.mp4,0.9037553071975708,744,43,236,314,800,163,913,162,853,208,810,277,905,276
7,data/processed/FI/video/8OGiv7FetSQ.001.mp4,0.9049960374832153,745,42,237,312,802,160,915,159,856,202,812,274,907,273
8,data/processed/FI/video/8OGiv7FetSQ.001.mp4,0.9040603637695312,746,41,236,311,802,158,916,157,857,198,813,272,907,271
9,data/processed/FI/video/8OGiv7FetSQ.001.mp4,0.9052015542984009,746,41,235,313,802,157,916,156,856,197,812,272,907,271
10,data/processed/FI/video/8OGiv7FetSQ.001.mp4,0.9053204655647278,746,41,235,316,802,157,916,157,856,198,812,273,907,273
11,data/processed/FI/video/8OGiv7FetSQ.001.mp4,0.9061824679374695,746,42,235,315,802,157,916,158,855,198,812,273,906,272
12,data/processed/FI/video/8OGiv7FetSQ.001.mp4,0.9062629342079163,746,42,235,315,802,157,916,158,855,198,812,273,906,272
13,data/processed/FI/video/8OGiv7FetSQ.001.mp4,0.904640257358551,745,42,235,314,801,158,915,158,855,198,811,272,905,272
14,data/processed/FI/video/8OGiv7FetSQ.001.mp4,0.9034311771392822,744,41,235,311,800,157,913,157,854,196,811,271,904,270
15,data/processed/FI/video/8OGiv7FetSQ.001.mp4,0.9040576219558716,744,41,235,310,800,157,913,156,854,196,811,270,904,269
16,data/processed/FI/video/8OGiv7FetSQ.001.mp4,0.904220700263977,744,40,235,309,802,156,914,156,856,196,812,269,905,268
17,data/processed/FI/video/8OGiv7FetSQ.001.mp4,0.9027501344680786,745,39,234,307,803,156,916,154,859,195,815,267,908,265
18,data/processed/FI/video/8OGiv7FetSQ.001.mp4,0.901387631893158,746,36,234,304,809,151,920,150,866,188,819,257,913,256
