frame_id,source,score,x,y,w,h,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,left_mouth_x,left_mouth_y,right_mouth_x,right_mouth_y
0,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.888080894947052,599,178,271,358,651,317,762,301,701,377,687,445,780,431
1,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8852717280387878,599,177,271,356,652,317,762,300,702,376,687,443,779,429
2,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8850869536399841,599,177,270,356,652,316,761,300,702,375,687,443,778,429
3,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8851020932197571,600,178,269,355,653,315,761,300,702,375,686,443,777,430
4,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8868125081062317,600,177,270,360,653,315,762,301,701,374,686,445,776,432
5,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8840495944023132,600,181,269,360,652,312,761,299,698,373,683,448,773,436
6,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8820637464523315,601,181,269,360,652,311,760,298,697,371,684,449,772,438
7,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8820672631263733,602,182,267,358,652,307,762,295,697,368,683,444,773,432
8,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.882194995880127,602,182,267,354,651,308,763,295,698,368,682,441,774,430
9,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8834367990493774,602,184,266,348,653,311,764,298,697,368,683,442,773,430
10,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8832253217697144,601,184,267,347,652,310,762,297,694,367,682,441,771,430
11,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8829745650291443,600,183,267,349,651,308,761,296,691,368,679,441,769,430
12,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8845347166061401,601,181,265,348,650,306,760,295,690,365,677,439,767,429
13,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8845655918121338,601,180,265,346,648,305,760,293,689,363,675,433,767,423
14,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8852756023406982,602,180,262,347,648,305,758,295,687,363,673,433,764,424
15,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8834310173988342,602,183,260,351,650,305,758,298,685,367,672,437,760,431
16,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8828598856925964,603,183,259,358,650,304,754,300,681,367,669,442,752,438
17,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8824607133865356,603,182,259,361,651,303,755,301,680,367,668,446,750,443
18,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8821282982826233,605,181,257,361,653,301,755,299,681,365,669,446,749,444
19,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.882325291633606,605,178,258,363,652,301,757,297,685,361,669,442,752,439
20,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.88396155834198,607,177,258,363,653,301,759,296,688,360,671,439,756,435
21,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8840770125389099,607,178,259,362,655,300,760,295,689,360,673,440,758,435
22,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8845094442367554,608,178,259,360,655,301,762,296,691,360,674,439,759,434
23,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.883335292339325,608,179,260,356,655,302,763,297,692,361,674,438,761,433
24,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8831340670585632,608,179,260,355,654,304,762,298,691,362,673,437,761,432
25,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8828748464584351,608,180,260,353,654,304,763,298,691,363,674,437,762,432
26,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8829577565193176,608,180,261,353,654,304,763,298,691,362,674,436,762,431
27,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8839378952980042,608,180,261,353,654,304,764,297,691,363,674,437,764,431
28,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8847994804382324,609,180,260,353,654,304,765,297,692,363,675,438,766,432
29,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8848378658294678,608,180,261,354,654,305,766,297,693,363,676,438,767,431
30,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8845847249031067,609,180,261,353,655,305,766,297,694,364,676,437,768,431
31,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8836129903793335,609,181,260,352,657,304,766,298,692,364,677,439,764,434
32,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8837712407112122,609,180,261,349,655,305,766,298,694,363,675,437,765,432
33,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8842495083808899,609,180,261,348,656,305,766,298,694,363,675,436,765,431
34,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8842463493347168,610,179,261,348,656,305,765,299,693,363,675,436,764,431
35,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8844534754753113,610,179,261,349,656,305,765,299,693,363,675,436,764,431
36,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8841663599014282,610,179,261,348,656,305,765,299,693,363,675,435,764,430
37,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8846398591995239,611,180,261,347,656,305,766,298,695,363,677,434,767,428
38,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.884394645690918,611,180,261,352,659,305,770,299,697,366,679,437,769,432
39,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8860700130462646,611,179,263,360,657,304,769,296,698,369,681,440,775,433
40,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8876424431800842,612,179,265,358,659,304,772,295,703,370,686,440,780,432
41,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8865252733230591,613,180,266,349,664,305,779,296,714,366,687,435,782,428
42,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8872359991073608,615,179,264,346,666,305,781,296,717,364,688,433,784,426
43,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8862358927726746,615,179,266,346,668,305,783,296,719,364,690,434,785,426
44,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8847498297691345,616,179,266,348,670,306,783,296,721,365,693,436,787,428
45,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8839078545570374,616,179,266,348,671,306,784,296,722,365,694,437,787,429
46,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8844044208526611,617,179,264,354,668,303,781,293,716,364,694,440,787,432
47,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.883996307849884,617,178,264,356,668,302,780,293,716,363,694,441,786,432
48,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8845638036727905,617,178,264,356,668,302,780,292,716,363,694,440,786,432
49,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8846293091773987,617,177,264,352,672,304,783,295,723,362,694,437,785,430
50,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8857219815254211,618,177,264,351,673,303,784,294,724,360,694,435,785,428
51,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8860016465187073,618,177,264,351,673,302,784,294,724,360,694,435,785,428
52,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.886425793170929,618,176,264,353,673,302,785,294,724,360,694,435,785,428
53,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.884340226650238,619,177,263,351,673,304,784,295,723,361,694,435,785,428
54,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8844701051712036,619,177,263,350,672,304,784,295,722,362,693,434,785,427
55,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8852011561393738,619,176,263,350,669,303,782,294,719,361,691,433,784,426
56,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8863887786865234,619,176,263,349,668,302,782,294,719,360,690,431,784,425
57,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8881126642227173,619,174,263,350,668,299,782,292,718,358,688,429,783,423
58,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.889344334602356,620,173,262,351,667,297,782,291,716,356,686,427,781,422
59,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8899930119514465,621,171,261,352,667,295,781,290,714,356,684,425,780,421
60,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8907760977745056,621,169,261,352,667,293,782,289,713,355,683,423,779,420
61,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8913373947143555,622,167,260,353,666,292,781,288,712,354,681,422,777,420
62,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8914681077003479,622,165,260,354,666,291,781,288,712,353,681,422,776,420
63,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8914346694946289,623,164,259,355,666,290,781,287,711,352,680,421,776,420
64,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8919035792350769,624,163,258,355,667,290,781,289,711,352,680,421,775,420
65,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8923736810684204,624,162,259,356,667,290,781,289,711,352,680,421,775,420
66,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8932886123657227,625,161,258,357,668,290,781,289,710,353,680,420,774,420
67,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8936498761177063,625,160,258,358,668,290,781,289,710,353,680,420,775,419
68,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8942158222198486,625,160,258,358,668,290,782,289,712,352,681,420,776,419
69,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8952124714851379,626,159,258,360,669,291,784,289,713,354,682,420,778,419
70,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8959333896636963,626,159,258,361,671,291,786,289,716,354,684,420,780,419
71,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8946145176887512,626,159,259,363,674,291,787,290,717,353,685,422,779,421
72,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8928448557853699,627,159,258,368,675,290,785,290,717,349,687,427,776,426
73,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8922301530838013,627,159,258,372,676,290,784,289,717,348,688,429,775,429
74,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8920828104019165,627,159,258,372,677,290,784,289,718,348,689,429,775,429
75,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8918442130088806,627,159,259,370,677,290,785,290,718,348,689,427,776,427
76,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.893079400062561,627,159,259,367,676,291,786,289,719,348,689,427,778,426
77,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8934317231178284,628,158,258,362,677,290,787,290,719,350,688,424,778,423
78,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8932357430458069,628,158,258,359,677,290,788,289,720,350,688,422,779,422
79,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.893079936504364,628,158,259,358,677,290,788,289,720,350,689,422,780,421
80,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8931551575660706,629,159,258,357,678,289,787,289,720,350,689,422,779,422
81,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8921163082122803,629,159,258,360,679,288,787,288,720,348,690,424,777,424
82,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8918233513832092,629,159,258,362,680,287,786,288,720,347,690,425,775,425
83,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.891569197177887,629,157,258,364,680,287,785,287,720,345,690,425,775,425
84,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8918906450271606,629,157,258,365,679,287,786,286,720,345,690,426,776,426
85,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8944423198699951,629,157,258,364,678,287,789,285,721,347,691,423,782,422
86,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8957055807113647,628,157,260,363,677,287,789,285,722,346,691,422,783,420
87,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8955837488174438,628,157,259,362,678,286,789,285,722,345,691,420,782,419
88,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8946251273155212,628,157,259,362,678,286,787,285,721,345,691,420,779,419
89,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.893526554107666,629,156,258,364,679,287,786,286,722,344,692,423,778,422
90,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8931779861450195,628,156,260,369,680,287,787,285,722,345,693,428,778,426
91,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8921880125999451,629,156,258,368,680,288,787,285,723,346,694,428,780,426
92,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8924684524536133,628,157,260,363,679,288,787,285,723,346,695,425,782,422
93,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8924907445907593,629,158,259,358,679,288,788,286,723,347,693,422,782,420
94,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8934855461120605,629,160,259,355,678,288,788,286,722,347,692,419,783,417
95,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8927865624427795,628,160,260,355,677,288,788,286,722,347,691,419,783,417
96,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8934228420257568,628,160,260,357,677,289,788,286,722,348,691,420,783,418
97,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8929612040519714,628,161,260,357,677,290,788,286,722,349,692,421,784,418
98,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8923999071121216,628,161,260,357,677,290,788,286,722,349,693,420,784,417
99,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8918144106864929,628,161,259,358,677,291,788,286,722,350,693,422,785,418
100,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.891586184501648,628,161,259,358,676,291,787,286,722,351,694,423,784,419
101,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8917362093925476,627,162,260,356,676,291,787,287,722,352,693,422,784,419
102,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8913385272026062,627,163,260,354,677,292,787,288,722,353,693,423,783,420
103,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8899291157722473,627,164,260,353,677,293,786,288,722,353,693,425,783,421
104,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8894039392471313,626,164,260,354,677,293,786,289,722,354,693,426,782,422
105,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8894272446632385,626,161,260,357,675,292,785,287,722,352,693,426,782,421
106,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8893777132034302,625,161,261,358,676,292,785,287,723,352,693,426,782,422
107,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8887313604354858,625,162,261,357,676,292,785,287,722,352,694,425,783,421
108,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8891441226005554,625,164,261,356,678,292,785,287,724,352,695,425,783,421
109,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8892360329627991,625,164,261,357,677,292,785,287,723,351,694,425,782,421
110,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8899453282356262,625,164,261,356,676,292,786,287,723,351,693,426,783,422
111,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8896946907043457,625,164,261,355,676,291,787,286,723,351,693,425,784,421
112,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8894540071487427,625,164,261,353,676,291,787,286,724,351,693,424,784,420
113,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8895671963691711,625,163,261,354,676,290,787,285,724,350,693,423,784,419
114,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8906957507133484,625,162,261,356,676,290,787,284,724,349,694,424,784,420
115,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8904727101325989,626,163,261,360,677,288,788,283,725,349,696,428,785,424
116,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8921929597854614,626,160,263,365,679,286,790,280,728,345,698,428,788,423
117,data/processed/FI/video/c7tczvW3_dQ.002.mp4,0.8939085006713867,627,159,263,367,682,284,795,278,733,341,702,423,792,417
